Province,Year,Month,Tourism_Type,Income(Million Baht),Tourism_Amount,Province_EN
สงขลา,2024,3,ไทย,"1,692.74","291,039",Songkhla
สงขลา,2024,3,ต่างชาติ,"2,449.13","372,847",Songkhla
สงขลา,2024,4,ไทย,"2,071.85","301,061",Songkhla
สงขลา,2024,4,ต่างชาติ,"2,512.70","354,375",Songkhla
สงขลา,2024,5,ไทย,"1,900.60","276,177",Songkhla
สงขลา,2024,5,ต่างชาติ,"2,422.93","341,715",Songkhla
สงขลา,2024,6,ไทย,"1,830.29","265,957",Songkhla
สงขลา,2024,6,ต่างชาติ,"2,325.20","327,929",Songkhla
สงขลา,2024,7,ไทย,"1,627.78","222,595",Songkhla
สงขลา,2024,7,ต่างชาติ,"2,876.06","379,672",Songkhla
สงขลา,2024,8,ไทย,"1,832.20","250,550",Songkhla
สงขลา,2024,8,ต่างชาติ,"2,534.24","334,549",Songkhla
สงขลา,2024,9,ไทย,"1,832.90","250,646",Songkhla
สงขลา,2024,9,ต่างชาติ,"2,557.57","337,625",Songkhla
สงขลา,2024,10,ไทย,"2,322.96","289,230",Songkhla
สงขลา,2024,10,ต่างชาติ,"2,562.32","320,462",Songkhla
สงขลา,2024,11,ไทย,"2,098.38","261,267",Songkhla
สงขลา,2024,11,ต่างชาติ,"2,488.19","311,191",Songkhla
สงขลา,2024,12,ไทย,"2,512.03","312,772",Songkhla
สงขลา,2024,12,ต่างชาติ,"2,545.10","318,310",Songkhla
สตูล,2024,1,ไทย,796.00,"139,774",Satun
สตูล,2024,1,ต่างชาติ,210.81,"27,844",Satun
สตูล,2024,2,ไทย,703.04,"123,466",Satun
สตูล,2024,2,ต่างชาติ,295.29,"39,002",Satun
สตูล,2024,3,ไทย,755.28,"132,638",Satun
สตูล,2024,3,ต่างชาติ,273.14,"36,079",Satun
สตูล,2024,4,ไทย,"1,043.08","193,387",Satun
สตูล,2024,4,ต่างชาติ,250.86,"45,654",Satun
สตูล,2024,5,ไทย,971.00,"180,023",Satun
สตูล,2024,5,ต่างชาติ,180.30,"32,812",Satun
สตูล,2024,6,ไทย,869.95,"161,291",Satun
สตูล,2024,6,ต่างชาติ,165.65,"30,150",Satun
สตูล,2024,7,ไทย,885.72,"161,640",Satun
สตูล,2024,7,ต่างชาติ,178.45,"32,984",Satun
สตูล,2024,8,ไทย,922.18,"168,293",Satun
สตูล,2024,8,ต่างชาติ,183.39,"33,897",Satun
สตูล,2024,9,ไทย,839.87,"153,271",Satun
สตูล,2024,9,ต่างชาติ,140.71,"26,007",Satun
สตูล,2024,10,ไทย,886.48,"163,271",Satun
สตูล,2024,10,ต่างชาติ,220.73,"39,270",Satun
สตูล,2024,11,ไทย,793.05,"146,063",Satun
สตูล,2024,11,ต่างชาติ,307.75,"54,752",Satun
สตูล,2024,12,ไทย,859.96,"158,386",Satun
สตูล,2024,12,ต่างชาติ,352.27,"62,669",Satun
เชียงราย,2024,1,ไทย,"4,516.31","602,582",Chiang Rai
เชียงราย,2024,1,ต่างชาติ,897.76,"98,942",Chiang Rai
เชียงราย,2024,2,ไทย,"4,001.09","533,838",Chiang Rai
เชียงราย,2024,2,ต่างชาติ,842.53,"92,855",Chiang Rai
เชียงราย,2024,3,ไทย,"3,428.93","457,499",Chiang Rai
เชียงราย,2024,3,ต่างชาติ,678.47,"74,772",Chiang Rai
เชียงราย,2024,4,ไทย,"3,260.41","461,915",Chiang Rai
เชียงราย,2024,4,ต่างชาติ,615.85,"62,015",Chiang Rai
เชียงราย,2024,5,ไทย,"3,217.75","455,871",Chiang Rai
เชียงราย,2024,5,ต่างชาติ,566.22,"57,017",Chiang Rai
เชียงราย,2024,6,ไทย,"2,739.53","388,119",Chiang Rai
เชียงราย,2024,6,ต่างชาติ,499.86,"50,335",Chiang Rai
เชียงราย,2024,7,ไทย,"2,985.46","384,134",Chiang Rai
เชียงราย,2024,7,ต่างชาติ,629.40,"61,707",Chiang Rai
เชียงราย,2024,8,ไทย,"2,688.10","345,873",Chiang Rai
เชียงราย,2024,8,ต่างชาติ,655.50,"64,267",Chiang Rai
เชียงราย,2024,9,ไทย,"2,041.74","262,705",Chiang Rai
เชียงราย,2024,9,ต่างชาติ,405.12,"39,717",Chiang Rai
เชียงราย,2024,10,ไทย,"3,562.22","449,283",Chiang Rai
เชียงราย,2024,10,ต่างชาติ,611.05,"57,606",Chiang Rai
เชียงราย,2024,11,ไทย,"4,225.87","532,986",Chiang Rai
เชียงราย,2024,11,ต่างชาติ,741.80,"69,933",Chiang Rai
เชียงราย,2024,12,ไทย,"4,644.02","585,727",Chiang Rai
เชียงราย,2024,12,ต่างชาติ,983.71,"92,739",Chiang Rai
เชียงใหม่,2024,1,ไทย,"6,599.66","885,685",Chiang Mai
เชียงใหม่,2024,1,ต่างชาติ,"4,113.39","336,205",Chiang Mai
เชียงใหม่,2024,2,ไทย,"5,725.15","768,324",Chiang Mai
เชียงใหม่,2024,2,ต่างชาติ,"3,977.80","325,123",Chiang Mai
เชียงใหม่,2024,3,ไทย,"4,253.31","570,803",Chiang Mai
เชียงใหม่,2024,3,ต่างชาติ,"3,954.35","323,208",Chiang Mai
เชียงใหม่,2024,4,ไทย,"4,694.92","598,455",Chiang Mai
เชียงใหม่,2024,4,ต่างชาติ,"3,706.20","293,117",Chiang Mai
เชียงใหม่,2024,5,ไทย,"5,076.69","647,120",Chiang Mai
เชียงใหม่,2024,5,ต่างชาติ,"3,245.45","256,677",Chiang Mai
เชียงใหม่,2024,6,ไทย,"4,805.67","612,570",Chiang Mai
เชียงใหม่,2024,6,ต่างชาติ,"3,074.97","243,194",Chiang Mai
เชียงใหม่,2024,7,ไทย,"4,473.57","511,735",Chiang Mai
เชียงใหม่,2024,7,ต่างชาติ,"3,430.11","267,600",Chiang Mai
เชียงใหม่,2024,8,ไทย,"4,254.05","486,623",Chiang Mai
เชียงใหม่,2024,8,ต่างชาติ,"3,371.63","263,037",Chiang Mai
เชียงใหม่,2024,9,ไทย,"3,356.09","383,904",Chiang Mai
เชียงใหม่,2024,9,ต่างชาติ,"3,190.39","248,897",Chiang Mai
เชียงใหม่,2024,10,ไทย,"5,477.96","677,573",Chiang Mai
เชียงใหม่,2024,10,ต่างชาติ,"3,562.52","302,638",Chiang Mai
เชียงใหม่,2024,11,ไทย,"6,903.56","853,906",Chiang Mai
เชียงใหม่,2024,11,ต่างชาติ,"3,793.46","322,256",Chiang Mai
เชียงใหม่,2024,12,ไทย,"7,533.86","931,867",Chiang Mai
เชียงใหม่,2024,12,ต่างชาติ,"4,269.40","362,689",Chiang Mai
น่าน,2024,1,ไทย,402.67,"149,465",Nan
น่าน,2024,1,ต่างชาติ,14.44,"2,803",Nan
น่าน,2024,2,ไทย,336.85,"125,035",Nan
น่าน,2024,2,ต่างชาติ,11.15,"2,166",Nan
น่าน,2024,3,ไทย,311.63,"115,669",Nan
น่าน,2024,3,ต่างชาติ,12.78,"2,482",Nan
น่าน,2024,4,ไทย,412.24,"132,655",Nan
น่าน,2024,4,ต่างชาติ,11.92,"2,414",Nan
น่าน,2024,5,ไทย,417.45,"134,330",Nan
น่าน,2024,5,ต่างชาติ,8.40,"1,702",Nan
น่าน,2024,6,ไทย,374.40,"120,483",Nan
น่าน,2024,6,ต่างชาติ,9.27,"1,876",Nan
น่าน,2024,7,ไทย,329.73,"119,788",Nan
น่าน,2024,7,ต่างชาติ,8.73,"1,673",Nan
น่าน,2024,8,ไทย,283.03,"102,823",Nan
น่าน,2024,8,ต่างชาติ,9.55,"1,830",Nan
น่าน,2024,9,ไทย,286.29,"104,005",Nan
น่าน,2024,9,ต่างชาติ,9.71,"1,867",Nan
น่าน,2024,10,ไทย,364.82,"128,511",Nan
น่าน,2024,10,ต่างชาติ,14.09,"2,663",Nan
น่าน,2024,11,ไทย,411.68,"145,018",Nan
น่าน,2024,11,ต่างชาติ,11.56,"2,186",Nan
น่าน,2024,12,ไทย,440.25,"155,079",Nan
น่าน,2024,12,ต่างชาติ,11.24,"2,126",Nan
พะเยา,2024,1,ไทย,221.02,"100,587",Phayao
พะเยา,2024,1,ต่างชาติ,13.16,"5,281",Phayao
พะเยา,2024,2,ไทย,204.73,"93,172",Phayao
พะเยา,2024,2,ต่างชาติ,10.14,"4,069",Phayao
พะเยา,2024,3,ไทย,181.04,"82,390",Phayao
พะเยา,2024,3,ต่างชาติ,10.17,"4,088",Phayao
พะเยา,2024,4,ไทย,179.98,"80,850",Phayao
พะเยา,2024,4,ต่างชาติ,8.41,"3,129",Phayao
พะเยา,2024,5,ไทย,173.31,"77,853",Phayao
พะเยา,2024,5,ต่างชาติ,9.13,"3,397",Phayao
พะเยา,2024,6,ไทย,168.18,"75,554",Phayao
พะเยา,2024,6,ต่างชาติ,7.36,"2,737",Phayao
พะเยา,2024,7,ไทย,171.87,"72,270",Phayao
พะเยา,2024,7,ต่างชาติ,9.01,"2,978",Phayao
พะเยา,2024,8,ไทย,144.98,"60,962",Phayao
พะเยา,2024,8,ต่างชาติ,8.43,"2,787",Phayao
พะเยา,2024,9,ไทย,132.53,"55,725",Phayao
พะเยา,2024,9,ต่างชาติ,7.08,"2,344",Phayao
พะเยา,2024,10,ไทย,223.63,"84,308",Phayao
พะเยา,2024,10,ต่างชาติ,15.65,"5,580",Phayao
พะเยา,2024,11,ไทย,268.41,"101,191",Phayao
พะเยา,2024,11,ต่างชาติ,11.64,"4,150",Phayao
พะเยา,2024,12,ไทย,290.50,"109,523",Phayao
พะเยา,2024,12,ต่างชาติ,8.36,"2,973",Phayao
แพร่,2024,1,ไทย,279.46,"123,929",Phrae
แพร่,2024,1,ต่างชาติ,6.32,"2,786",Phrae
แพร่,2024,2,ไทย,258.98,"114,848",Phrae
แพร่,2024,2,ต่างชาติ,5.68,"2,505",Phrae
แพร่,2024,3,ไทย,246.77,"109,431",Phrae
แพร่,2024,3,ต่างชาติ,5.45,"2,403",Phrae
แพร่,2024,4,ไทย,264.30,"111,131",Phrae
แพร่,2024,4,ต่างชาติ,4.31,"1,495",Phrae
แพร่,2024,5,ไทย,254.75,"107,116",Phrae
แพร่,2024,5,ต่างชาติ,3.51,"1,218",Phrae
แพร่,2024,6,ไทย,233.41,"98,143",Phrae
แพร่,2024,6,ต่างชาติ,3.78,"1,315",Phrae
แพร่,2024,7,ไทย,247.08,"100,303",Phrae
แพร่,2024,7,ต่างชาติ,4.07,"1,366",Phrae
แพร่,2024,8,ไทย,221.81,"90,044",Phrae
แพร่,2024,8,ต่างชาติ,3.19,"1,072",Phrae
แพร่,2024,9,ไทย,204.47,"83,007",Phrae
แพร่,2024,9,ต่างชาติ,3.80,"1,281",Phrae
แพร่,2024,10,ไทย,254.94,"108,076",Phrae
แพร่,2024,10,ต่างชาติ,7.35,"3,469",Phrae
แพร่,2024,11,ไทย,278.93,"118,244",Phrae
แพร่,2024,11,ต่างชาติ,5.85,"2,760",Phrae
แพร่,2024,12,ไทย,312.34,"132,415",Phrae
แพร่,2024,12,ต่างชาติ,8.41,"3,975",Phrae
แม่ฮ่องสอน,2024,1,ไทย,452.73,"102,098",Mae Hong Son
แม่ฮ่องสอน,2024,1,ต่างชาติ,154.07,"23,296",Mae Hong Son
แม่ฮ่องสอน,2024,2,ไทย,390.72,"88,113",Mae Hong Son
แม่ฮ่องสอน,2024,2,ต่างชาติ,145.45,"21,992",Mae Hong Son
แม่ฮ่องสอน,2024,3,ไทย,351.33,"79,228",Mae Hong Son
แม่ฮ่องสอน,2024,3,ต่างชาติ,139.01,"20,952",Mae Hong Son
แม่ฮ่องสอน,2024,4,ไทย,371.07,"79,270",Mae Hong Son
แม่ฮ่องสอน,2024,4,ต่างชาติ,117.82,"16,457",Mae Hong Son
แม่ฮ่องสอน,2024,5,ไทย,382.78,"81,771",Mae Hong Son
แม่ฮ่องสอน,2024,5,ต่างชาติ,125.35,"17,509",Mae Hong Son
แม่ฮ่องสอน,2024,6,ไทย,390.16,"83,348",Mae Hong Son
แม่ฮ่องสอน,2024,6,ต่างชาติ,130.28,"18,290",Mae Hong Son
แม่ฮ่องสอน,2024,7,ไทย,394.19,"82,150",Mae Hong Son
แม่ฮ่องสอน,2024,7,ต่างชาติ,143.75,"20,439",Mae Hong Son
แม่ฮ่องสอน,2024,8,ไทย,370.51,"77,216",Mae Hong Son
แม่ฮ่องสอน,2024,8,ต่างชาติ,149.30,"21,229",Mae Hong Son
แม่ฮ่องสอน,2024,9,ไทย,376.30,"78,425",Mae Hong Son
แม่ฮ่องสอน,2024,9,ต่างชาติ,133.34,"18,918",Mae Hong Son
แม่ฮ่องสอน,2024,10,ไทย,433.43,"93,061",Mae Hong Son
แม่ฮ่องสอน,2024,10,ต่างชาติ,159.61,"21,559",Mae Hong Son
แม่ฮ่องสอน,2024,11,ไทย,483.38,"103,786",Mae Hong Son
แม่ฮ่องสอน,2024,11,ต่างชาติ,190.52,"25,735",Mae Hong Son
แม่ฮ่องสอน,2024,12,ไทย,574.67,"123,384",Mae Hong Son
แม่ฮ่องสอน,2024,12,ต่างชาติ,211.64,"28,661",Mae Hong Son
ลำปาง,2024,1,ไทย,501.05,"164,864",Lampang
ลำปาง,2024,1,ต่างชาติ,47.96,"10,252",Lampang
ลำปาง,2024,2,ไทย,414.20,"136,288",Lampang
ลำปาง,2024,2,ต่างชาติ,45.02,"9,623",Lampang
ลำปาง,2024,3,ไทย,340.32,"111,975",Lampang
ลำปาง,2024,3,ต่างชาติ,40.52,"8,663",Lampang
ลำปาง,2024,4,ไทย,374.04,"122,552",Lampang
ลำปาง,2024,4,ต่างชาติ,32.95,"6,230",Lampang
ลำปาง,2024,5,ไทย,361.75,"118,525",Lampang
ลำปาง,2024,5,ต่างชาติ,27.51,"5,202",Lampang
ลำปาง,2024,6,ไทย,325.81,"106,757",Lampang
ลำปาง,2024,6,ต่างชาติ,24.13,"4,560",Lampang
ลำปาง,2024,7,ไทย,398.41,"120,982",Lampang
ลำปาง,2024,7,ต่างชาติ,35.97,"8,160",Lampang
ลำปาง,2024,8,ไทย,383.29,"116,390",Lampang
ลำปาง,2024,8,ต่างชาติ,28.77,"6,525",Lampang
ลำปาง,2024,9,ไทย,334.74,"101,648",Lampang
ลำปาง,2024,9,ต่างชาติ,27.95,"6,346",Lampang
ลำปาง,2024,10,ไทย,507.29,"153,507",Lampang
ลำปาง,2024,10,ต่างชาติ,49.90,"12,681",Lampang
ลำปาง,2024,11,ไทย,605.64,"183,269",Lampang
ลำปาง,2024,11,ต่างชาติ,56.08,"14,250",Lampang
ลำปาง,2024,12,ไทย,705.98,"213,635",Lampang
ลำปาง,2024,12,ต่างชาติ,56.58,"14,374",Lampang
ลำพูน,2024,1,ไทย,166.37,"113,448",Lamphun
ลำพูน,2024,1,ต่างชาติ,18.93,"8,742",Lamphun
ลำพูน,2024,2,ไทย,139.43,"95,075",Lamphun
ลำพูน,2024,2,ต่างชาติ,16.25,"7,507",Lamphun
ลำพูน,2024,3,ไทย,124.23,"84,699",Lamphun
ลำพูน,2024,3,ต่างชาติ,10.45,"4,820",Lamphun
ลำพูน,2024,4,ไทย,150.98,"101,986",Lamphun
ลำพูน,2024,4,ต่างชาติ,13.72,"6,603",Lamphun
ลำพูน,2024,5,ไทย,145.92,"98,569",Lamphun
ลำพูน,2024,5,ต่างชาติ,12.05,"5,799",Lamphun
ลำพูน,2024,6,ไทย,129.65,"87,580",Lamphun
ลำพูน,2024,6,ต่างชาติ,11.73,"5,646",Lamphun
ลำพูน,2024,7,ไทย,147.19,"104,965",Lamphun
ลำพูน,2024,7,ต่างชาติ,13.20,"5,827",Lamphun
ลำพูน,2024,8,ไทย,148.10,"105,610",Lamphun
ลำพูน,2024,8,ต่างชาติ,13.54,"5,977",Lamphun
ลำพูน,2024,9,ไทย,123.38,"87,985",Lamphun
ลำพูน,2024,9,ต่างชาติ,9.24,"4,088",Lamphun
ลำพูน,2024,10,ไทย,170.51,"106,041",Lamphun
ลำพูน,2024,10,ต่างชาติ,16.25,"7,325",Lamphun
ลำพูน,2024,11,ไทย,206.23,"128,258",Lamphun
ลำพูน,2024,11,ต่างชาติ,12.53,"5,649",Lamphun
ลำพูน,2024,12,ไทย,230.71,"143,482",Lamphun
ลำพูน,2024,12,ต่างชาติ,18.90,"8,519",Lamphun
กำแพงเพชร,2024,1,ไทย,150.17,"72,954",Kamphaeng Phet
กำแพงเพชร,2024,1,ต่างชาติ,6.53,"2,867",Kamphaeng Phet
กำแพงเพชร,2024,2,ไทย,139.15,"67,598",Kamphaeng Phet
กำแพงเพชร,2024,2,ต่างชาติ,6.11,"2,680",Kamphaeng Phet
กำแพงเพชร,2024,3,ไทย,153.16,"74,394",Kamphaeng Phet
กำแพงเพชร,2024,3,ต่างชาติ,5.48,"2,403",Kamphaeng Phet
กำแพงเพชร,2024,4,ไทย,145.23,"66,472",Kamphaeng Phet
กำแพงเพชร,2024,4,ต่างชาติ,5.22,"2,655",Kamphaeng Phet
กำแพงเพชร,2024,5,ไทย,142.71,"65,320",Kamphaeng Phet
กำแพงเพชร,2024,5,ต่างชาติ,4.30,"2,190",Kamphaeng Phet
กำแพงเพชร,2024,6,ไทย,136.09,"62,289",Kamphaeng Phet
กำแพงเพชร,2024,6,ต่างชาติ,4.85,"2,467",Kamphaeng Phet
กำแพงเพชร,2024,7,ไทย,144.99,"67,194",Kamphaeng Phet
กำแพงเพชร,2024,7,ต่างชาติ,4.53,"2,063",Kamphaeng Phet
กำแพงเพชร,2024,8,ไทย,139.16,"64,492",Kamphaeng Phet
กำแพงเพชร,2024,8,ต่างชาติ,4.47,"2,034",Kamphaeng Phet
กำแพงเพชร,2024,9,ไทย,129.56,"60,050",Kamphaeng Phet
กำแพงเพชร,2024,9,ต่างชาติ,3.87,"1,759",Kamphaeng Phet
กำแพงเพชร,2024,10,ไทย,157.59,"74,633",Kamphaeng Phet
กำแพงเพชร,2024,10,ต่างชาติ,5.67,"2,416",Kamphaeng Phet
กำแพงเพชร,2024,11,ไทย,168.46,"79,780",Kamphaeng Phet
กำแพงเพชร,2024,11,ต่างชาติ,6.49,"2,768",Kamphaeng Phet
กำแพงเพชร,2024,12,ไทย,189.11,"89,559",Kamphaeng Phet
กำแพงเพชร,2024,12,ต่างชาติ,6.25,"2,669",Kamphaeng Phet
ตาก,2024,1,ไทย,686.05,"205,398",Tak
ตาก,2024,1,ต่างชาติ,22.61,"5,167",Tak
ตาก,2024,2,ไทย,622.84,"186,476",Tak
ตาก,2024,2,ต่างชาติ,21.64,"4,946",Tak
ตาก,2024,3,ไทย,595.29,"178,225",Tak
ตาก,2024,3,ต่างชาติ,20.55,"4,695",Tak
ตาก,2024,4,ไทย,634.68,"186,677",Tak
ตาก,2024,4,ต่างชาติ,15.40,"4,184",Tak
ตาก,2024,5,ไทย,651.22,"191,543",Tak
ตาก,2024,5,ต่างชาติ,12.96,"3,521",Tak
ตาก,2024,6,ไทย,597.32,"175,689",Tak
ตาก,2024,6,ต่างชาติ,14.94,"4,059",Tak
ตาก,2024,7,ไทย,599.20,"166,409",Tak
ตาก,2024,7,ต่างชาติ,17.09,"4,113",Tak
ตาก,2024,8,ไทย,604.60,"167,910",Tak
ตาก,2024,8,ต่างชาติ,13.93,"3,353",Tak
ตาก,2024,9,ไทย,576.78,"160,189",Tak
ตาก,2024,9,ต่างชาติ,11.53,"2,775",Tak
ตาก,2024,10,ไทย,645.46,"181,680",Tak
ตาก,2024,10,ต่างชาติ,16.84,"3,288",Tak
ตาก,2024,11,ไทย,677.06,"190,575",Tak
ตาก,2024,11,ต่างชาติ,20.79,"4,061",Tak
ตาก,2024,12,ไทย,757.48,"213,211",Tak
ตาก,2024,12,ต่างชาติ,22.48,"4,391",Tak
นครสวรรค์,2024,1,ไทย,505.90,"202,896",Nakhon Sawan
นครสวรรค์,2024,1,ต่างชาติ,4.60,"1,462",Nakhon Sawan
นครสวรรค์,2024,2,ไทย,478.73,"191,999",Nakhon Sawan
นครสวรรค์,2024,2,ต่างชาติ,5.11,"1,626",Nakhon Sawan
นครสวรรค์,2024,3,ไทย,466.20,"186,967",Nakhon Sawan
นครสวรรค์,2024,3,ต่างชาติ,4.60,"1,466",Nakhon Sawan
นครสวรรค์,2024,4,ไทย,618.49,"225,272",Nakhon Sawan
นครสวรรค์,2024,4,ต่างชาติ,4.17,"1,580",Nakhon Sawan
นครสวรรค์,2024,5,ไทย,596.21,"217,157",Nakhon Sawan
นครสวรรค์,2024,5,ต่างชาติ,3.41,"1,289",Nakhon Sawan
นครสวรรค์,2024,6,ไทย,551.34,"200,818",Nakhon Sawan
นครสวรรค์,2024,6,ต่างชาติ,3.55,"1,347",Nakhon Sawan
นครสวรรค์,2024,7,ไทย,526.87,"179,547",Nakhon Sawan
นครสวรรค์,2024,7,ต่างชาติ,3.99,"1,600",Nakhon Sawan
นครสวรรค์,2024,8,ไทย,529.10,"180,309",Nakhon Sawan
นครสวรรค์,2024,8,ต่างชาติ,4.19,"1,677",Nakhon Sawan
นครสวรรค์,2024,9,ไทย,516.98,"176,186",Nakhon Sawan
นครสวรรค์,2024,9,ต่างชาติ,3.92,"1,573",Nakhon Sawan
นครสวรรค์,2024,10,ไทย,483.76,"178,087",Nakhon Sawan
นครสวรรค์,2024,10,ต่างชาติ,3.85,"1,151",Nakhon Sawan
นครสวรรค์,2024,11,ไทย,481.81,"177,370",Nakhon Sawan
นครสวรรค์,2024,11,ต่างชาติ,4.74,"1,417",Nakhon Sawan
นครสวรรค์,2024,12,ไทย,579.04,"213,152",Nakhon Sawan
นครสวรรค์,2024,12,ต่างชาติ,5.56,"1,663",Nakhon Sawan
พิจิตร,2024,1,ไทย,132.97,"62,412",Phichit
พิจิตร,2024,1,ต่างชาติ,0.45,213,Phichit
พิจิตร,2024,2,ไทย,134.20,"62,992",Phichit
พิจิตร,2024,2,ต่างชาติ,0.55,260,Phichit
พิจิตร,2024,3,ไทย,124.92,"58,651",Phichit
พิจิตร,2024,3,ต่างชาติ,0.54,245,Phichit
พิจิตร,2024,4,ไทย,136.62,"73,405",Phichit
พิจิตร,2024,4,ต่างชาติ,0.52,240,Phichit
พิจิตร,2024,5,ไทย,132.93,"71,423",Phichit
พิจิตร,2024,5,ต่างชาติ,0.48,220,Phichit
พิจิตร,2024,6,ไทย,124.59,"66,946",Phichit
พิจิตร,2024,6,ต่างชาติ,0.50,230,Phichit
พิจิตร,2024,7,ไทย,130.63,"68,384",Phichit
พิจิตร,2024,7,ต่างชาติ,0.49,232,Phichit
พิจิตร,2024,8,ไทย,126.92,"66,440",Phichit
พิจิตร,2024,8,ต่างชาติ,0.48,226,Phichit
พิจิตร,2024,9,ไทย,130.02,"68,065",Phichit
พิจิตร,2024,9,ต่างชาติ,0.42,202,Phichit
พิจิตร,2024,10,ไทย,148.37,"74,291",Phichit
พิจิตร,2024,10,ต่างชาติ,0.53,219,Phichit
พิจิตร,2024,11,ไทย,141.84,"71,021",Phichit
พิจิตร,2024,11,ต่างชาติ,0.58,239,Phichit
พิจิตร,2024,12,ไทย,168.27,"84,266",Phichit
พิจิตร,2024,12,ต่างชาติ,0.74,305,Phichit
พิษณุโลก,2024,1,ไทย,805.27,"288,213",Phitsanulok
พิษณุโลก,2024,1,ต่างชาติ,55.06,"15,688",Phitsanulok
พิษณุโลก,2024,2,ไทย,688.58,"246,446",Phitsanulok
พิษณุโลก,2024,2,ต่างชาติ,58.11,"16,560",Phitsanulok
พิษณุโลก,2024,3,ไทย,630.22,"225,560",Phitsanulok
พิษณุโลก,2024,3,ต่างชาติ,60.97,"17,376",Phitsanulok
พิษณุโลก,2024,4,ไทย,651.59,"243,526",Phitsanulok
พิษณุโลก,2024,4,ต่างชาติ,52.04,"13,435",Phitsanulok
พิษณุโลก,2024,5,ไทย,653.02,"244,057",Phitsanulok
พิษณุโลก,2024,5,ต่างชาติ,45.79,"11,822",Phitsanulok
พิษณุโลก,2024,6,ไทย,682.39,"255,037",Phitsanulok
พิษณุโลก,2024,6,ต่างชาติ,43.33,"11,181",Phitsanulok
พิษณุโลก,2024,7,ไทย,666.56,"237,226",Phitsanulok
พิษณุโลก,2024,7,ต่างชาติ,52.03,"13,111",Phitsanulok
พิษณุโลก,2024,8,ไทย,636.84,"226,650",Phitsanulok
พิษณุโลก,2024,8,ต่างชาติ,43.23,"10,892",Phitsanulok
พิษณุโลก,2024,9,ไทย,611.09,"217,485",Phitsanulok
พิษณุโลก,2024,9,ต่างชาติ,40.16,"10,119",Phitsanulok
พิษณุโลก,2024,10,ไทย,742.19,"245,095",Phitsanulok
พิษณุโลก,2024,10,ต่างชาติ,70.48,"17,100",Phitsanulok
พิษณุโลก,2024,11,ไทย,753.90,"248,964",Phitsanulok
พิษณุโลก,2024,11,ต่างชาติ,91.38,"22,171",Phitsanulok
พิษณุโลก,2024,12,ไทย,845.17,"279,105",Phitsanulok
พิษณุโลก,2024,12,ต่างชาติ,100.05,"24,279",Phitsanulok
เพชรบูรณ์,2024,1,ไทย,"1,021.60","293,557",Phetchabun
เพชรบูรณ์,2024,1,ต่างชาติ,21.81,"8,202",Phetchabun
เพชรบูรณ์,2024,2,ไทย,879.22,"252,645",Phetchabun
เพชรบูรณ์,2024,2,ต่างชาติ,20.06,"7,542",Phetchabun
เพชรบูรณ์,2024,3,ไทย,682.38,"196,081",Phetchabun
เพชรบูรณ์,2024,3,ต่างชาติ,14.74,"5,536",Phetchabun
เพชรบูรณ์,2024,4,ไทย,735.69,"208,925",Phetchabun
เพชรบูรณ์,2024,4,ต่างชาติ,12.08,"4,422",Phetchabun
เพชรบูรณ์,2024,5,ไทย,737.86,"209,539",Phetchabun
เพชรบูรณ์,2024,5,ต่างชาติ,11.13,"4,074",Phetchabun
เพชรบูรณ์,2024,6,ไทย,687.96,"195,367",Phetchabun
เพชรบูรณ์,2024,6,ต่างชาติ,11.72,"4,287",Phetchabun
เพชรบูรณ์,2024,7,ไทย,664.43,"186,082",Phetchabun
เพชรบูรณ์,2024,7,ต่างชาติ,13.48,"3,660",Phetchabun
เพชรบูรณ์,2024,8,ไทย,634.00,"177,558",Phetchabun
เพชรบูรณ์,2024,8,ต่างชาติ,10.98,"2,983",Phetchabun
เพชรบูรณ์,2024,9,ไทย,673.46,"188,609",Phetchabun
เพชรบูรณ์,2024,9,ต่างชาติ,11.19,"3,039",Phetchabun
เพชรบูรณ์,2024,10,ไทย,772.91,"217,736",Phetchabun
เพชรบูรณ์,2024,10,ต่างชาติ,13.71,"4,077",Phetchabun
เพชรบูรณ์,2024,11,ไทย,843.47,"237,612",Phetchabun
เพชรบูรณ์,2024,11,ต่างชาติ,14.26,"4,240",Phetchabun
เพชรบูรณ์,2024,12,ไทย,997.24,"280,931",Phetchabun
เพชรบูรณ์,2024,12,ต่างชาติ,15.19,"4,519",Phetchabun
สุโขทัย,2024,1,ไทย,252.66,"101,417",Sukhothai
สุโขทัย,2024,1,ต่างชาติ,71.65,"24,792",Sukhothai
สุโขทัย,2024,2,ไทย,207.67,"83,358",Sukhothai
สุโขทัย,2024,2,ต่างชาติ,84.15,"29,116",Sukhothai
สุโขทัย,2024,3,ไทย,197.94,"79,451",Sukhothai
สุโขทัย,2024,3,ต่างชาติ,77.38,"26,772",Sukhothai
สุโขทัย,2024,4,ไทย,198.94,"88,580",Sukhothai
สุโขทัย,2024,4,ต่างชาติ,60.91,"18,801",Sukhothai
สุโขทัย,2024,5,ไทย,210.09,"93,544",Sukhothai
สุโขทัย,2024,5,ต่างชาติ,55.31,"17,074",Sukhothai
สุโขทัย,2024,6,ไทย,200.63,"89,331",Sukhothai
สุโขทัย,2024,6,ต่างชาติ,54.76,"16,903",Sukhothai
สุโขทัย,2024,7,ไทย,194.24,"79,609",Sukhothai
สุโขทัย,2024,7,ต่างชาติ,92.21,"28,039",Sukhothai
